Documento,Sub_Modalidade,TemEadSN,Transportador,CidadeEntrega,PrazoCd,LevePesadoLiquido,PrazoTransporte,SinalizacaoDePendencia,Canal_de_Entrega,Carga_Promessa,SLA_Cliente,PromessaIntegracao,ExpedicaoIntegracao,PrometidaExpedicao,DiaPromessa,Tempo_Insucesso,Insucessos,Tempo_Transferencia,Transferencias,Dias_Atraso,Tempo_RotaDeEntrega,TentativasDeEntrega
2790416670,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2790436450,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2790771980,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2791311230,Direta D0,N,LSA,FLORIANOPOLIS  ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,4,null,null,null,null,null,0,1
2791573250,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,5,null,null,null,null,null,0,1
2791958780,Direta D0,S,LSA,PALHOCA        ,6,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,6,6,0,4,null,null,4,1,null,0,1
2792306810,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,S.BENTO DO SUL ,6,PESADO,0,N,CD ONLINE,0,No Prazo,7,7,0,6,null,null,5,1,null,0,1
2792492520,Direta D0,N,LSA,FLORIANOPOLIS  ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2792523450,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,7,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,7,7,0,7,null,null,null,null,null,0,1
2792815100,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,PESADO,0,N,CD ONLINE,0,No Prazo,4,4,0,5,null,null,2,1,null,0,1
2792910650,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,1,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,3,null,null,null,null,null,0,1
2793172360,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JARAGUA DO SUL ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2793265450,Direta Viagem,N,JEV TRANSPORTES LTDA,IMBITUBA       ,3,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,4,3,1,6,null,null,null,null,null,0,1
2793509400,Direta D0,S,LSA,FLORIANOPOLIS  ,3,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,6,null,null,1,2,null,0,1
2794081440,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,7,null,null,null,null,null,0,1
2794435890,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,2,null,null,null,null,null,0,1
2794622430,Direta D0,N,LSA,PALHOCA        ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2795308450,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD ONLINE,0,Fora do Prazo,1,null,null,4,null,null,null,null,null,null,null
2795476250,Direta D0,N,LSA,SAO JOSE       ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,4,null,null,null,null,null,0,1
2795983370,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,RIO NEGRINHO   ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,6,null,null,null,null,null,0,1
2797114320,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2797267371,Direta D0,S,LSA,SAO JOSE       ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,6,null,null,1,1,null,0,1
2797315360,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,4,null,null,null,null,null,0,1
2797645690,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,S.BENTO DO SUL ,9,PESADO,0,N,CD ONLINE,0,No Prazo,10,10,0,6,null,null,7,1,null,0,1
2797711720,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,4,PESADO,0,N,CD ONLINE,0,No Prazo,4,4,0,7,null,null,1,1,null,0,1
2798299570,Direta Viagem,N,JEV TRANSPORTES LTDA,ICARA          ,4,PESADO,1,N,CD ONLINE,0,No Prazo,5,2,3,3,null,null,null,null,null,0,1
2799100660,Direta Viagem,S,JEV TRANSPORTES LTDA,TUBARAO        ,8,PESADO,1,N,CD ONLINE,0,No Prazo,10,9,1,3,null,null,4,1,null,0,1
2799221450,Direta D0,N,LSA,SAO JOSE       ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2799239710,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,PENHA          ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,4,null,null,null,null,null,0,1
2799346300,Direta Viagem,S,VPLOG SERVICOS E TRANSPORTES,SEARA          ,7,PESADO,2,N,CD ONLINE,0,No Prazo,9,5,4,3,3,1,2,1,null,0,1
2799598590,Direta D0,S,LSA,FLORIANOPOLIS  ,3,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,5,null,null,0,1,null,0,1
2799961050,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,6,null,null,0,1,null,0,1
2799995610,Direta Viagem,N,JEV TRANSPORTES LTDA,CRICIUMA       ,2,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,3,2,1,6,null,null,null,null,null,0,1
2800383160,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,GUARAMIRIM     ,3,LEVE,0,N,CD ONLINE,0,No Prazo,3,3,0,7,null,null,null,null,null,0,1
2800433590,Direta D0,S,LSA,FLORIANOPOLIS  ,5,PESADO,0,N,CD ONLINE,0,No Prazo,6,6,0,3,null,null,0,1,null,0,1
2800436640,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,5,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,5,5,0,2,null,null,0,1,null,0,1
2800501320,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,16,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,16,14,2,6,null,null,null,null,null,0,1
2800652531,Direta D0,S,LSA,FLORIANOPOLIS  ,13,PESADO,0,S,CD LOJAS FISICAS,0,No Prazo,13,13,0,4,null,null,7,1,null,0,1
2800762210,Direta Viagem,N,JEV TRANSPORTES LTDA,NOVA VENEZA    ,5,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,6,5,1,4,null,null,null,null,null,0,1
2800833830,Direta Viagem,S,JEV TRANSPORTES LTDA,TUBARAO        ,6,LEVE,1,N,CD ONLINE,0,No Prazo,7,6,1,5,null,null,4,1,null,0,1
2801825500,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,4,null,null,null,null,null,0,1
2801869210,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2802027180,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,LEVE,0,N,CD ONLINE,0,No Prazo,3,3,0,5,null,null,1,1,null,0,1
2802295531,Direta D0,N,LSA,SAO JOSE       ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,4,null,null,null,null,null,0,1
2802875180,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,LEVE,0,S,CD ONLINE,0,No Prazo,8,5,3,6,null,null,0,1,null,0,1
2764598401,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JARAGUA DO SUL ,8,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,8,4,4,7,null,null,null,null,null,0,1
2766424450,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,2,null,null,0,1,null,0,1
2767017670,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JARAGUA DO SUL ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2767080560,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BALN.CAMBORIU  ,6,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,6,6,0,6,null,null,4,1,null,0,1
2767711711,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BRUSQUE        ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,5,null,null,null,null,null,0,1
2767784730,Direta D0,S,IQVELO LOG,FLORIANOPOLIS  ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,5,null,null,1,1,null,0,1
2767804590,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,4,null,null,null,null,null,0,1
2768005250,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,INDAIAL        ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,7,null,null,2,1,null,0,1
2768069910,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAPOA         ,1,LEVE,0,N,CD ONLINE,0,No Prazo,1,1,0,4,null,null,null,null,null,0,1
2768769930,Direta Viagem,N,VPLOG SERVICOS E TRANSPORTES,CHAPECO        ,7,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,8,5,3,5,null,null,null,null,null,0,1
2769487130,Direta D0,N,IQVELO LOG,FLORIANOPOLIS  ,6,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,6,6,0,5,null,null,null,null,null,0,1
2769549160,Direta Viagem,N,VPLOG SERVICOS E TRANSPORTES,CHAPECO        ,3,PESADO,1,N,CD ONLINE,0,No Prazo,4,3,1,3,null,null,null,null,null,0,1
2769936050,Direta Viagem,N,JEV TRANSPORTES LTDA,CRICIUMA       ,2,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,3,2,1,3,null,null,null,null,null,0,1
2769957630,Direta D0,N,IQVELO LOG,PALHOCA        ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2770121920,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,CAMBORIU       ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2770585480,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,5,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,5,4,1,7,null,null,2,1,null,0,1
2770705330,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,4,null,null,null,null,null,0,1
2771355970,Direta D0,N,IQVELO LOG,PALHOCA        ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,5,null,null,null,null,null,0,1
2771509980,Direta Viagem,N,JEV TRANSPORTES LTDA,CRICIUMA       ,5,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,6,3,3,3,null,null,null,null,null,0,1
2772099610,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,5,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,5,5,0,4,null,null,3,1,null,0,1
2772114490,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,7,null,null,null,null,null,0,1
2772130801,Direta D0,N,IQVELO LOG,FLORIANOPOLIS  ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,3,null,null,null,null,null,0,1
2772424800,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JARAGUA DO SUL ,6,PESADO,0,N,CD ONLINE,0,No Prazo,7,7,0,7,null,null,5,1,null,0,1
2772435330,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2772839490,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2773209010,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,4,null,null,null,null,null,0,1
2773815900,Direta D0,N,IQVELO LOG,FLORIANOPOLIS  ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,6,null,null,null,null,null,0,1
2774629880,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAPEMA        ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2774984770,Direta D0,N,IQVELO LOG,BIGUACU        ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,4,null,null,null,null,null,0,1
2775768220,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BALN. PICARRAS ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,6,null,null,null,null,null,0,1
2776132010,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,4,PESADO,0,N,CD ONLINE,0,No Prazo,5,5,0,4,null,null,3,1,null,0,1
2776420300,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BRUSQUE        ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2776493370,Direta D0,N,IQVELO LOG,FLORIANOPOLIS  ,5,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,5,4,1,5,null,null,null,null,null,0,1
2776788770,Direta Viagem,N,JEV TRANSPORTES LTDA,TUBARAO        ,3,PESADO,1,N,CD ONLINE,0,No Prazo,4,3,1,5,null,null,null,null,null,0,1
2776817200,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,S,CD ONLINE,0,No Prazo,26,8,18,6,null,null,2,1,null,0,1
2776929611,Direta D0,N,IQVELO LOG,SAO JOSE       ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2777145620,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,4,PESADO,0,N,CD ONLINE,0,No Prazo,4,4,0,6,null,null,null,null,null,0,1
2777431110,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAPEMA        ,2,LEVE,0,N,CD ONLINE,1,Fora do Prazo,2,7,-5,5,null,null,null,null,null,0,1
2777727900,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,CAMBORIU       ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,5,null,null,null,null,null,0,1
2777828750,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BALN. PICARRAS ,2,PESADO,0,N,CD ONLINE,0,Fora do Prazo,2,2,0,6,0,2,null,null,1,0,1
2777830330,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BRUSQUE        ,2,LEVE,0,N,CD ONLINE,0,Fora do Prazo,2,13,-11,6,0,1,null,null,null,0,1
2778066510,Direta D0,S,IQVELO LOG,SAO JOSE       ,3,LEVE,0,N,CD ONLINE,0,No Prazo,4,2,2,2,null,null,1,1,null,0,1
2778486090,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,7,null,null,null,null,null,0,1
2778591520,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,2,null,null,null,null,null,0,1
2778977510,Direta Viagem,N,VPLOG SERVICOS E TRANSPORTES,MARAVILHA      ,16,PESADO,14,N,CD ONLINE,0,No Prazo,20,3,17,6,null,null,null,null,null,0,1
2780527190,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,7,null,null,1,1,null,0,1
2781064180,Direta D0,N,IQVELO LOG,FLORIANOPOLIS  ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,3,null,null,null,null,null,0,1
2781462050,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BALN.CAMBORIU  ,6,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,6,6,0,6,null,null,3,1,null,0,1
2781524620,Direta D0,N,IQVELO LOG,FLORIANOPOLIS  ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2781810950,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2782174320,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,PESADO,0,N,CD ONLINE,0,No Prazo,4,4,0,6,null,null,null,null,null,0,1
2782359460,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BALN.CAMBORIU  ,6,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,6,6,0,2,null,null,null,null,null,0,1
2782398320,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BALN.CAMBORIU  ,4,PESADO,0,N,CD ONLINE,0,No Prazo,6,6,0,2,null,null,null,null,null,0,1
2782710530,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JARAGUA DO SUL ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,7,null,null,null,null,null,0,1
2783113320,Direta D0,S,IQVELO LOG,SAO JOSE       ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,3,null,null,0,1,null,0,1
2783423000,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JARAGUA DO SUL ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2783502970,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,2,null,null,null,null,null,0,1
2783513090,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,2,null,null,null,null,null,0,1
2784183650,Direta D0,N,IQVELO LOG,SAO JOSE       ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,4,null,null,null,null,null,0,1
2784373120,Direta D0,N,IQVELO LOG,FLORIANOPOLIS  ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,5,null,null,null,null,null,0,1
2784424580,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,APIUNA         ,8,LEVE,0,N,CD ONLINE,0,No Prazo,9,9,0,5,null,null,7,1,null,0,1
2785471130,Direta Viagem,N,VPLOG SERVICOS E TRANSPORTES,CHAPECO        ,9,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,10,9,1,3,null,null,null,null,null,0,1
2786308630,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,3,LEVE,0,N,CD ONLINE,0,No Prazo,3,3,0,6,null,null,1,1,null,0,1
2786322480,Direta D0,N,LSA,PALHOCA        ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,4,null,null,null,null,null,0,1
2786693690,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,5,null,null,null,null,null,0,1
2786968650,Direta D0,N,LSA,FLORIANOPOLIS  ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,6,null,null,null,null,null,0,1
2787374610,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,3,PESADO,0,N,CD ONLINE,1,Fora do Prazo,4,5,-1,3,null,null,3,1,null,0,1
2787844590,Direta D0,N,LSA,FLORIANOPOLIS  ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2788303530,Direta D0,N,LSA,SAO JOSE       ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2788588011,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,5,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,5,5,0,7,null,null,1,2,null,0,1
2789033180,Direta Viagem,S,JEV TRANSPORTES LTDA,CRICIUMA       ,7,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,8,7,1,4,null,null,3,1,null,0,1
2789155380,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BRUSQUE        ,5,PESADO,0,N,CD ONLINE,0,No Prazo,14,13,1,4,null,null,1,1,null,0,1
2789258350,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,GARUVA         ,6,PESADO,0,N,CD ONLINE,0,No Prazo,7,7,0,4,null,null,null,null,null,0,1
2789722100,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,LUIZ ALVES     ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,6,null,null,null,null,null,0,1
2789785510,Direta D0,N,LSA,PALHOCA        ,5,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,5,5,0,3,null,null,null,null,null,0,1
2790007540,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,1,2,2,null,null,null,null,null,0,1
2790218880,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2790366090,Direta Viagem,S,JEV TRANSPORTES LTDA,BL.ARROIO SILVA,8,PESADO,1,N,CD ONLINE,0,No Prazo,10,9,1,3,null,null,6,1,null,0,1
2790421491,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,CAMBORIU       ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2790525670,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BRUSQUE        ,6,PESADO,0,N,CD ONLINE,0,No Prazo,7,5,2,7,null,null,0,1,null,0,1
2790811910,Direta Viagem,S,VPLOG SERVICOS E TRANSPORTES,XAXIM          ,12,PESADO,2,N,CD ONLINE,0,No Prazo,14,11,3,2,null,null,9,1,null,0,1
2791122730,Direta D0,N,LSA,SAO JOSE       ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,5,null,null,null,null,null,0,1
2791242510,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,5,null,null,null,null,null,0,1
2791293521,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,17,PESADO,0,S,CD LOJAS FISICAS,0,No Prazo,17,15,2,6,null,null,null,null,null,0,1
2791646110,Direta Viagem,N,VPLOG SERVICOS E TRANSPORTES,LAGES          ,7,PESADO,1,N,CD ONLINE,0,No Prazo,8,7,1,5,null,null,null,null,null,0,1
2791745490,Direta Viagem,N,JEV TRANSPORTES LTDA,LAURO MULLER   ,5,LEVE,1,N,CD ONLINE,0,No Prazo,6,5,1,3,null,null,null,null,null,0,1
2791913420,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,ITAPEMA        ,4,LEVE,0,N,CD ONLINE,1,Fora do Prazo,5,14,-9,3,null,null,12,1,null,0,1
2792011200,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BRUSQUE        ,4,PESADO,0,N,CD ONLINE,0,No Prazo,5,5,0,3,null,null,1,1,null,0,1
2792050530,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BRUSQUE        ,4,LEVE,0,N,CD ONLINE,0,No Prazo,5,5,0,3,null,null,1,1,null,0,1
2792102990,Direta D0,N,LSA,FLORIANOPOLIS  ,3,PESADO,0,N,CD ONLINE,0,No Prazo,4,2,2,2,null,null,null,null,null,0,1
2792553030,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,2,null,null,null,null,null,0,1
2792616450,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,5,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,5,5,0,5,null,null,null,null,null,0,1
2792922690,Direta D0,S,LSA,SAO JOSE       ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,4,null,null,1,1,null,0,1
2793096191,Direta Viagem,N,JEV TRANSPORTES LTDA,CRICIUMA       ,3,PESADO,1,N,CD LOJAS FISICAS,0,Fora do Prazo,2,3,-1,4,null,null,null,null,null,0,1
2793198230,Direta D0,N,LSA,FLORIANOPOLIS  ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,4,null,null,null,null,null,0,1
2793864650,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,CAMBORIU       ,3,LEVE,0,N,CD ONLINE,0,No Prazo,3,3,0,7,null,null,null,null,null,0,1
2794161640,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JARAGUA DO SUL ,4,PESADO,0,N,CD ONLINE,0,No Prazo,5,5,0,3,null,null,1,1,null,0,1
2794503440,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,2,null,null,null,null,null,0,1
2794595131,Direta D0,N,LSA,SAO JOSE       ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2794724950,Direta Viagem,S,JEV TRANSPORTES LTDA,TUBARAO        ,5,PESADO,1,N,CD ONLINE,0,No Prazo,6,5,1,6,null,null,3,1,null,0,1
2795021770,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JARAGUA DO SUL ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2795077000,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BRUSQUE        ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2795133750,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2795174520,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,3,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,5,null,null,1,1,null,0,1
