Data;Filial;producao
20/04/2022;BHZ;21051
20/04/2022;BSB;5673
20/04/2022;CGB;3835
20/04/2022;CGR;2021
20/04/2022;FOR;2975
20/04/2022;RIO;41606
20/04/2022;MAO;258
20/04/2022;POA;11290
20/04/2022;REC;10777
20/04/2022;SSA;7872
20/04/2022;TECA;205937
20/04/2022;VIX;14298
21/04/2022;BHZ;15952
21/04/2022;BSB;7516
21/04/2022;CGR;24
21/04/2022;FOR;1315
21/04/2022;RIO;34574
21/04/2022;MAO;5469
21/04/2022;POA;10688
21/04/2022;REC;8083
21/04/2022;SSA;8707
21/04/2022;TECA;154742
21/04/2022;VIX;12030
22/04/2022;BHZ;23606
22/04/2022;BSB;5367
22/04/2022;CGB;6176
22/04/2022;CGR;2711
22/04/2022;FOR;1476
22/04/2022;RIO;29595
22/04/2022;MAO;3693
22/04/2022;POA;10382
22/04/2022;REC;11805
22/04/2022;SSA;9242
22/04/2022;TECA;145161
22/04/2022;VIX;11457
23/04/2022;BHZ;19543
23/04/2022;BSB;5678
23/04/2022;CGB;3238
23/04/2022;CGR;948
23/04/2022;FOR;2837
23/04/2022;RIO;31532
23/04/2022;MAO;4531
23/04/2022;POA;5654
23/04/2022;REC;16119
23/04/2022;SSA;2923
23/04/2022;TECA;165375
23/04/2022;VIX;11897
24/04/2022;BHZ;1904
24/04/2022;BSB;3104
24/04/2022;CGB;877
24/04/2022;FOR;563
24/04/2022;RIO;7592
24/04/2022;POA;8606
24/04/2022;REC;9648
24/04/2022;SSA;5104
24/04/2022;TECA;64307
24/04/2022;VIX;2356
25/04/2022;BHZ;27219
25/04/2022;BSB;9153
25/04/2022;CGB;7059
25/04/2022;CGR;5525
25/04/2022;FOR;4800
25/04/2022;RIO;31373
25/04/2022;MAO;1633
25/04/2022;POA;11381
25/04/2022;REC;11504
25/04/2022;SSA;10282
25/04/2022;TECA;109044
25/04/2022;VIX;10749
26/04/2022;BHZ;22888
26/04/2022;BSB;6941
26/04/2022;CGB;1187
26/04/2022;CGR;3304
26/04/2022;FOR;2011
26/04/2022;RIO;35578
26/04/2022;MAO;151
26/04/2022;POA;12194
26/04/2022;REC;15390
26/04/2022;SSA;6542
26/04/2022;TECA;188724
26/04/2022;VIX;14162
27/04/2022;BHZ;22105
27/04/2022;BSB;7608
27/04/2022;CGB;8295
27/04/2022;CGR;2081
27/04/2022;FOR;1319
27/04/2022;RIO;42059
27/04/2022;MAO;323
27/04/2022;POA;11503
27/04/2022;REC;12613
27/04/2022;SSA;12074
27/04/2022;TECA;210490
27/04/2022;VIX;13174
28/04/2022;BHZ;24214
28/04/2022;BSB;6874
28/04/2022;CGB;3445
28/04/2022;CGR;1565
28/04/2022;FOR;2844
28/04/2022;RIO;48118
28/04/2022;MAO;3049
28/04/2022;POA;17001
28/04/2022;REC;15625
28/04/2022;SSA;11777
28/04/2022;TECA;230823
28/04/2022;VIX;16551
29/04/2022;BHZ;23121
29/04/2022;BSB;6963
29/04/2022;CGB;5757
29/04/2022;CGR;4024
29/04/2022;FOR;3652
29/04/2022;RIO;46145
29/04/2022;MAO;6028
29/04/2022;POA;16007
29/04/2022;REC;14231
29/04/2022;SSA;4721
29/04/2022;TECA;223698
29/04/2022;VIX;16611
30/04/2022;BHZ;22727
30/04/2022;BSB;10521
30/04/2022;CGB;2731
30/04/2022;CGR;1475
30/04/2022;FOR;1460
30/04/2022;RIO;40500
30/04/2022;MAO;3182
30/04/2022;POA;9896
30/04/2022;REC;13098
30/04/2022;SSA;15152
30/04/2022;TECA;211194
30/04/2022;VIX;10673
01/05/2022;BHZ;2075
01/05/2022;BSB;3058
01/05/2022;CGB;1508
01/05/2022;FOR;527
01/05/2022;RIO;11910
01/05/2022;POA;6640
01/05/2022;REC;6921
01/05/2022;SSA;11052
01/05/2022;TECA;66121
01/05/2022;VIX;2892
02/05/2022;BHZ;27498
02/05/2022;BSB;11175
02/05/2022;CGB;7824
02/05/2022;CGR;3476
02/05/2022;FOR;2721
02/05/2022;RIO;31647
02/05/2022;MAO;1466
02/05/2022;POA;12087
02/05/2022;REC;13562
02/05/2022;SSA;7881
02/05/2022;TECA;103995
02/05/2022;VIX;13504
03/05/2022;BHZ;26341
03/05/2022;BSB;9091
03/05/2022;CGB;4905
03/05/2022;CGR;2916
03/05/2022;FOR;2037
03/05/2022;RIO;42879
03/05/2022;MAO;279
03/05/2022;POA;14025
03/05/2022;REC;15475
03/05/2022;SSA;8487
03/05/2022;TECA;176019
03/05/2022;VIX;15999
04/05/2022;BHZ;22488
04/05/2022;BSB;6340
04/05/2022;CGB;4233
04/05/2022;CGR;1655
04/05/2022;FOR;1335
04/05/2022;RIO;48971
04/05/2022;MAO;261
04/05/2022;POA;14678
04/05/2022;REC;17029
04/05/2022;SSA;6367
04/05/2022;TECA;217611
04/05/2022;VIX;14505
05/05/2022;BHZ;22127
05/05/2022;BSB;8328
05/05/2022;CGB;3174
05/05/2022;CGR;2681
05/05/2022;FOR;2843
05/05/2022;RIO;57889
05/05/2022;MAO;676
05/05/2022;POA;16512
05/05/2022;REC;13608
05/05/2022;SSA;9372
05/05/2022;TECA;211954
05/05/2022;VIX;13558
06/05/2022;BHZ;26923
06/05/2022;BSB;10054
06/05/2022;CGB;4486
06/05/2022;CGR;1684
06/05/2022;FOR;4295
06/05/2022;RIO;60430
06/05/2022;MAO;3912
06/05/2022;POA;15727
06/05/2022;REC;17922
06/05/2022;SSA;10377
06/05/2022;TECA;210029
06/05/2022;VIX;16618
07/05/2022;BHZ;20373
07/05/2022;BSB;9202
07/05/2022;CGB;4474
07/05/2022;CGR;3093
07/05/2022;FOR;962
07/05/2022;RIO;49690
07/05/2022;MAO;3716
07/05/2022;POA;10327
07/05/2022;REC;18182
07/05/2022;SSA;9252
07/05/2022;TECA;183526
07/05/2022;VIX;15465
08/05/2022;BHZ;7382
08/05/2022;BSB;461
08/05/2022;RIO;13297
08/05/2022;POA;10455
08/05/2022;REC;2939
08/05/2022;SSA;9411
08/05/2022;TECA;43183
08/05/2022;VIX;2099
09/05/2022;BHZ;25643
09/05/2022;BSB;11903
09/05/2022;CGB;6921
09/05/2022;CGR;2818
09/05/2022;FOR;5103
09/05/2022;RIO;56109
09/05/2022;MAO;3123
09/05/2022;POA;15061
09/05/2022;REC;16040
09/05/2022;SSA;7924
09/05/2022;TECA;155397
09/05/2022;VIX;10654
10/05/2022;BHZ;34006
10/05/2022;BSB;7016
10/05/2022;CGB;4607
10/05/2022;CGR;3275
10/05/2022;FOR;3138
10/05/2022;RIO;61706
10/05/2022;MAO;4471
10/05/2022;POA;18758
10/05/2022;REC;16216
10/05/2022;SSA;6246
10/05/2022;TECA;211799
10/05/2022;VIX;16488
11/05/2022;BHZ;27528
11/05/2022;BSB;7825
11/05/2022;CGB;6670
11/05/2022;CGR;2756
11/05/2022;FOR;2646
11/05/2022;RIO;62605
11/05/2022;MAO;4490
11/05/2022;POA;13650
11/05/2022;REC;22510
11/05/2022;SSA;3767
11/05/2022;TECA;211825
11/05/2022;VIX;19422
12/05/2022;BHZ;27800
12/05/2022;BSB;6818
12/05/2022;CGB;4141
12/05/2022;CGR;1112
12/05/2022;FOR;1386
12/05/2022;RIO;65442
12/05/2022;MAO;397
12/05/2022;POA;16353
12/05/2022;REC;19025
12/05/2022;SSA;20610
12/05/2022;TECA;232477
12/05/2022;VIX;14919
13/05/2022;BHZ;25075
13/05/2022;BSB;12355
13/05/2022;CGB;4136
13/05/2022;CGR;4942
13/05/2022;FOR;3589
13/05/2022;RIO;52148
13/05/2022;MAO;4643
13/05/2022;POA;18234
13/05/2022;REC;19917
13/05/2022;SSA;10850
13/05/2022;TECA;234860
13/05/2022;VIX;21256
14/05/2022;BHZ;20320
14/05/2022;BSB;11718
14/05/2022;CGB;2828
14/05/2022;CGR;943
14/05/2022;FOR;3770
14/05/2022;RIO;35930
14/05/2022;MAO;3167
14/05/2022;POA;12939
14/05/2022;REC;18126
14/05/2022;SSA;5758
14/05/2022;TECA;192069
14/05/2022;VIX;15682
15/05/2022;BHZ;1423
15/05/2022;BSB;1672
15/05/2022;CGB;1703
15/05/2022;CGR;809
15/05/2022;FOR;525
15/05/2022;RIO;32587
15/05/2022;POA;4940
15/05/2022;REC;7182
15/05/2022;SSA;10509
15/05/2022;TECA;49464
15/05/2022;VIX;878
16/05/2022;BHZ;24463
16/05/2022;BSB;10998
16/05/2022;CGB;8605
16/05/2022;CGR;3112
16/05/2022;FOR;4146
16/05/2022;RIO;43014
16/05/2022;MAO;2254
16/05/2022;POA;11084
16/05/2022;REC;18420
16/05/2022;SSA;12083
16/05/2022;TECA;86508
16/05/2022;VIX;12087
17/05/2022;BHZ;22665
17/05/2022;BSB;8595
17/05/2022;CGB;5099
17/05/2022;CGR;3845
17/05/2022;FOR;4757
17/05/2022;RIO;54319
17/05/2022;MAO;804
17/05/2022;POA;13247
17/05/2022;REC;25621
17/05/2022;SSA;7800
17/05/2022;TECA;179711
17/05/2022;VIX;12942
18/05/2022;BHZ;22805
18/05/2022;BSB;5648
18/05/2022;CGB;4790
18/05/2022;CGR;2475
18/05/2022;FOR;2672
18/05/2022;RIO;57064
18/05/2022;MAO;109
18/05/2022;POA;18351
18/05/2022;REC;19491
18/05/2022;SSA;7874
18/05/2022;TECA;211584
18/05/2022;VIX;18856
19/05/2022;BHZ;22086
19/05/2022;BSB;11054
19/05/2022;CGB;3996
19/05/2022;CGR;1510
19/05/2022;FOR;3513
19/05/2022;RIO;42673
19/05/2022;MAO;5488
19/05/2022;POA;19885
19/05/2022;REC;17634
19/05/2022;SSA;9130
19/05/2022;TECA;227166
19/05/2022;VIX;17220
20/05/2022;BHZ;20364
20/05/2022;BSB;6887
20/05/2022;CGB;4883
20/05/2022;CGR;2925
20/05/2022;FOR;4785
20/05/2022;RIO;53654
20/05/2022;MAO;5038
20/05/2022;POA;15522
20/05/2022;REC;18618
20/05/2022;SSA;15320
20/05/2022;TECA;226497
20/05/2022;VIX;15384
21/05/2022;BHZ;18798
21/05/2022;BSB;8849
21/05/2022;CGB;971
21/05/2022;CGR;930
21/05/2022;FOR;625
21/05/2022;RIO;43196
21/05/2022;MAO;1040
21/05/2022;POA;11583
21/05/2022;REC;14108
21/05/2022;SSA;4633
21/05/2022;TECA;198306
21/05/2022;VIX;11551
22/05/2022;BHZ;1926
22/05/2022;BSB;1070
22/05/2022;FOR;414
22/05/2022;RIO;9900
22/05/2022;POA;8374
22/05/2022;REC;8252
22/05/2022;SSA;6081
22/05/2022;TECA;40694
23/05/2022;BHZ;21310
23/05/2022;BSB;10810
23/05/2022;CGB;8630
23/05/2022;CGR;5206
23/05/2022;FOR;4684
23/05/2022;RIO;42211
23/05/2022;MAO;3415
23/05/2022;POA;7138
23/05/2022;REC;18337
23/05/2022;SSA;14282
23/05/2022;TECA;60561
23/05/2022;VIX;11870
24/05/2022;BHZ;18438
24/05/2022;BSB;6527
24/05/2022;CGB;4751
24/05/2022;CGR;3226
24/05/2022;FOR;2839
24/05/2022;RIO;42606
24/05/2022;MAO;341
24/05/2022;POA;12619
24/05/2022;REC;18857
24/05/2022;SSA;1805
24/05/2022;TECA;197372
24/05/2022;VIX;11572
25/05/2022;BHZ;21692
25/05/2022;BSB;6416
25/05/2022;CGB;673
25/05/2022;CGR;1820
25/05/2022;FOR;2514
25/05/2022;RIO;39435
25/05/2022;MAO;1620
25/05/2022;POA;15117
25/05/2022;REC;10283
25/05/2022;SSA;7078
25/05/2022;TECA;206638
25/05/2022;VIX;16328
26/05/2022;BHZ;22780
26/05/2022;BSB;8797
26/05/2022;CGB;1505
26/05/2022;CGR;1466
26/05/2022;FOR;1922
26/05/2022;RIO;58419
26/05/2022;MAO;445
26/05/2022;POA;16967
26/05/2022;REC;7726
26/05/2022;SSA;7985
26/05/2022;TECA;223010
26/05/2022;VIX;15188
27/05/2022;BHZ;22657
27/05/2022;BSB;6831
27/05/2022;CGB;7839
27/05/2022;CGR;2391
27/05/2022;FOR;3277
27/05/2022;RIO;48239
27/05/2022;MAO;6963
27/05/2022;POA;15188
27/05/2022;REC;14756
27/05/2022;SSA;12836
27/05/2022;TECA;207445
27/05/2022;VIX;15777
28/05/2022;BHZ;18622
28/05/2022;BSB;6358
28/05/2022;CGB;1288
28/05/2022;CGR;2531
28/05/2022;FOR;4358
28/05/2022;RIO;40166
28/05/2022;MAO;2933
28/05/2022;POA;11703
28/05/2022;REC;6476
28/05/2022;SSA;3304
28/05/2022;TECA;159259
28/05/2022;VIX;12529
29/05/2022;BHZ;1733
29/05/2022;BSB;4397
29/05/2022;FOR;1725
29/05/2022;RIO;10086
29/05/2022;POA;4906
29/05/2022;REC;353
29/05/2022;SSA;15854
29/05/2022;TECA;44823
29/05/2022;VIX;1012
30/05/2022;BHZ;21828
30/05/2022;BSB;7608
30/05/2022;CGB;8409
30/05/2022;CGR;4286
30/05/2022;FOR;4544
30/05/2022;RIO;35108
30/05/2022;MAO;5598
30/05/2022;POA;13204
30/05/2022;REC;12761
30/05/2022;SSA;6783
30/05/2022;TECA;74520
30/05/2022;VIX;11128
31/05/2022;BHZ;16011
31/05/2022;BSB;4526
31/05/2022;CGB;2754
31/05/2022;CGR;2240
31/05/2022;FOR;1701
31/05/2022;RIO;43967
31/05/2022;MAO;1744
31/05/2022;POA;12854
31/05/2022;REC;20912
31/05/2022;SSA;2399
31/05/2022;TECA;204727
31/05/2022;VIX;9897
01/06/2022;BHZ;21069
01/06/2022;BSB;7250
01/06/2022;CGB;3699
01/06/2022;CGR;1323
01/06/2022;FOR;3847
01/06/2022;RIO;54027
01/06/2022;MAO;707
01/06/2022;POA;13945
01/06/2022;REC;20020
01/06/2022;SSA;7083
01/06/2022;TECA;189041
01/06/2022;VIX;17121
02/06/2022;BHZ;22960
02/06/2022;BSB;7328
02/06/2022;CGB;4527
02/06/2022;CGR;1733
02/06/2022;FOR;4297
02/06/2022;RIO;55089
02/06/2022;MAO;4383
02/06/2022;POA;14702
02/06/2022;REC;16041
02/06/2022;SSA;7983
02/06/2022;TECA;191921
02/06/2022;VIX;18126
03/06/2022;BHZ;23166
03/06/2022;BSB;7502
03/06/2022;CGB;4534
03/06/2022;CGR;3942
03/06/2022;FOR;3763
03/06/2022;RIO;50457
03/06/2022;MAO;3595
03/06/2022;POA;17263
03/06/2022;REC;9879
03/06/2022;SSA;10122
03/06/2022;TECA;195072
03/06/2022;VIX;13663
04/06/2022;BHZ;16525
04/06/2022;BSB;8267
04/06/2022;CGB;130
04/06/2022;CGR;207
04/06/2022;FOR;1189
04/06/2022;RIO;34035
04/06/2022;MAO;2875
04/06/2022;POA;11660
04/06/2022;REC;11851
04/06/2022;SSA;2209
04/06/2022;TECA;162682
04/06/2022;VIX;14117
05/06/2022;BHZ;1866
05/06/2022;BSB;5582
05/06/2022;FOR;2042
05/06/2022;RIO;7165
05/06/2022;POA;4391
05/06/2022;REC;11725
05/06/2022;SSA;9496
05/06/2022;TECA;58157
05/06/2022;VIX;3770
06/06/2022;BHZ;18354
06/06/2022;BSB;6640
06/06/2022;CGB;8906
06/06/2022;CGR;3456
06/06/2022;FOR;2689
06/06/2022;RIO;40818
06/06/2022;MAO;3230
06/06/2022;POA;11052
06/06/2022;REC;16072
06/06/2022;SSA;6909
06/06/2022;TECA;100636
06/06/2022;VIX;10252
07/06/2022;BHZ;19909
07/06/2022;BSB;5831
07/06/2022;CGB;4035
07/06/2022;CGR;3986
07/06/2022;FOR;1843
07/06/2022;RIO;43949
07/06/2022;MAO;2011
07/06/2022;POA;13145
07/06/2022;REC;13578
07/06/2022;SSA;9130
07/06/2022;TECA;223700
07/06/2022;VIX;12483
08/06/2022;BHZ;23539
08/06/2022;BSB;8135
08/06/2022;CGB;3423
08/06/2022;CGR;2672
08/06/2022;FOR;3000
08/06/2022;RIO;55990
08/06/2022;MAO;774
08/06/2022;POA;16167
08/06/2022;REC;9735
08/06/2022;SSA;2945
08/06/2022;TECA;208879
08/06/2022;VIX;18221
09/06/2022;BHZ;25284
09/06/2022;BSB;11797
09/06/2022;CGB;2835
09/06/2022;CGR;1943
09/06/2022;FOR;3142
09/06/2022;RIO;55468
09/06/2022;MAO;3174
09/06/2022;POA;16340
09/06/2022;REC;9091
09/06/2022;SSA;5906
09/06/2022;TECA;231783
09/06/2022;VIX;16879
10/06/2022;BHZ;19709
10/06/2022;BSB;6574
10/06/2022;CGB;2501
10/06/2022;CGR;1907
10/06/2022;FOR;2075
10/06/2022;RIO;48641
10/06/2022;MAO;3704
10/06/2022;POA;15839
10/06/2022;REC;14400
10/06/2022;SSA;13400
10/06/2022;TECA;223972
10/06/2022;VIX;12961
11/06/2022;BHZ;18305
11/06/2022;BSB;8157
11/06/2022;CGB;4538
11/06/2022;CGR;2126
11/06/2022;FOR;2671
11/06/2022;RIO;41915
11/06/2022;MAO;3293
11/06/2022;POA;13346
11/06/2022;REC;15965
11/06/2022;SSA;10698
11/06/2022;TECA;187470
11/06/2022;VIX;14560
12/06/2022;BHZ;1654
12/06/2022;BSB;5241
12/06/2022;CGB;2039
12/06/2022;FOR;1149
12/06/2022;RIO;2151
12/06/2022;POA;4964
12/06/2022;REC;6277
12/06/2022;SSA;9282
12/06/2022;TECA;62877
12/06/2022;VIX;1766
13/06/2022;BHZ;23339
13/06/2022;BSB;11808
13/06/2022;CGB;7656
13/06/2022;CGR;4884
13/06/2022;FOR;4293
13/06/2022;RIO;51155
13/06/2022;MAO;1454
13/06/2022;POA;12965
13/06/2022;REC;23457
13/06/2022;SSA;13561
13/06/2022;TECA;99654
13/06/2022;VIX;15665
14/06/2022;BHZ;18909
14/06/2022;BSB;7419
14/06/2022;CGB;5685
14/06/2022;CGR;2616
14/06/2022;FOR;1683
14/06/2022;RIO;57987
14/06/2022;MAO;359
14/06/2022;POA;16324
14/06/2022;REC;18768
14/06/2022;SSA;2183
14/06/2022;TECA;176992
14/06/2022;VIX;13811
15/06/2022;BHZ;22920
15/06/2022;BSB;5570
15/06/2022;CGB;3351
15/06/2022;CGR;1433
15/06/2022;FOR;4791
15/06/2022;RIO;57702
15/06/2022;MAO;60
15/06/2022;POA;16468
15/06/2022;REC;15686
15/06/2022;SSA;1786
15/06/2022;TECA;221511
15/06/2022;VIX;19961
16/06/2022;BHZ;13343
16/06/2022;BSB;8932
16/06/2022;CGB;107
16/06/2022;CGR;750
16/06/2022;FOR;1961
16/06/2022;RIO;54155
16/06/2022;MAO;3402
16/06/2022;POA;14787
16/06/2022;REC;19154
16/06/2022;SSA;13033
16/06/2022;TECA;203733
16/06/2022;VIX;16701
17/06/2022;BHZ;22074
17/06/2022;BSB;11500
17/06/2022;CGB;8160
17/06/2022;CGR;2646
17/06/2022;FOR;5328
17/06/2022;RIO;47464
17/06/2022;MAO;4863
17/06/2022;POA;14608
17/06/2022;REC;14106
17/06/2022;SSA;10582
17/06/2022;TECA;220028
17/06/2022;VIX;9094
18/06/2022;BHZ;17635
18/06/2022;BSB;8287
18/06/2022;CGB;211
18/06/2022;CGR;468
18/06/2022;FOR;4038
18/06/2022;RIO;50471
18/06/2022;MAO;2764
18/06/2022;POA;6711
18/06/2022;REC;20040
18/06/2022;SSA;10107
18/06/2022;TECA;227841
18/06/2022;VIX;17357
19/06/2022;BHZ;1667
19/06/2022;BSB;2522
19/06/2022;CGB;1393
19/06/2022;FOR;2158
19/06/2022;RIO;11642
19/06/2022;POA;6558
19/06/2022;REC;9426
19/06/2022;SSA;13803
19/06/2022;TECA;84326
19/06/2022;VIX;4989
20/06/2022;BHZ;27052
20/06/2022;BSB;13358
20/06/2022;CGB;9143
20/06/2022;CGR;5425
20/06/2022;FOR;3541
20/06/2022;RIO;37515
20/06/2022;MAO;3078
20/06/2022;POA;12237
20/06/2022;REC;14208
20/06/2022;SSA;9682
20/06/2022;TECA;84645
20/06/2022;VIX;11764
21/06/2022;BHZ;30781
21/06/2022;BSB;4382
21/06/2022;CGB;3542
21/06/2022;CGR;4125
21/06/2022;FOR;3753
21/06/2022;RIO;47984
21/06/2022;MAO;233
21/06/2022;POA;16659
21/06/2022;REC;20202
21/06/2022;SSA;1599
21/06/2022;TECA;219164
21/06/2022;VIX;15469
22/06/2022;BHZ;28491
22/06/2022;BSB;7704
22/06/2022;CGB;4858
22/06/2022;CGR;1583
22/06/2022;FOR;4106
22/06/2022;RIO;45492
22/06/2022;MAO;5010
22/06/2022;POA;15053
22/06/2022;REC;20131
22/06/2022;SSA;7588
22/06/2022;TECA;224124
22/06/2022;VIX;16211
23/06/2022;BHZ;27525
23/06/2022;BSB;7217
23/06/2022;CGB;1852
23/06/2022;CGR;1378
23/06/2022;FOR;1489
23/06/2022;RIO;51797
23/06/2022;MAO;2029
23/06/2022;POA;14293
23/06/2022;REC;11509
23/06/2022;SSA;11600
23/06/2022;TECA;233553
23/06/2022;VIX;18497
24/06/2022;BHZ;30231
24/06/2022;BSB;10451
24/06/2022;CGB;3343
24/06/2022;CGR;4700
24/06/2022;FOR;4578
24/06/2022;RIO;40150
24/06/2022;MAO;402
24/06/2022;POA;15993
24/06/2022;REC;15174
24/06/2022;SSA;6153
24/06/2022;TECA;195791
24/06/2022;VIX;15173
25/06/2022;BHZ;22954
25/06/2022;BSB;5636
25/06/2022;CGB;4374
25/06/2022;CGR;344
25/06/2022;FOR;4432
25/06/2022;RIO;48902
25/06/2022;MAO;44
25/06/2022;POA;11219
25/06/2022;REC;12847
25/06/2022;SSA;3026
25/06/2022;TECA;181966
25/06/2022;VIX;14702
26/06/2022;BHZ;6988
26/06/2022;BSB;1839
26/06/2022;CGB;1169
26/06/2022;FOR;238
26/06/2022;RIO;14234
26/06/2022;POA;5668
26/06/2022;REC;9170
26/06/2022;SSA;5128
26/06/2022;TECA;29555
26/06/2022;VIX;3333
27/06/2022;BHZ;21318
27/06/2022;BSB;12351
27/06/2022;CGB;9894
27/06/2022;CGR;4745
27/06/2022;FOR;3736
27/06/2022;RIO;22185
27/06/2022;MAO;1050
27/06/2022;POA;12287
27/06/2022;REC;14664
27/06/2022;SSA;9573
27/06/2022;TECA;72306
27/06/2022;VIX;7279
28/06/2022;BHZ;20462
28/06/2022;BSB;2736
28/06/2022;CGB;6155
28/06/2022;CGR;1782
28/06/2022;FOR;3593
28/06/2022;RIO;36982
28/06/2022;MAO;538
28/06/2022;POA;12684
28/06/2022;REC;18982
28/06/2022;SSA;4007
28/06/2022;TECA;167762
28/06/2022;VIX;13898
29/06/2022;BHZ;24846
29/06/2022;BSB;5939
29/06/2022;CGB;2622
29/06/2022;CGR;1068
29/06/2022;FOR;1274
29/06/2022;RIO;41515
29/06/2022;MAO;962
29/06/2022;POA;14235
29/06/2022;REC;12466
29/06/2022;SSA;3043
29/06/2022;TECA;190698
29/06/2022;VIX;13848
30/06/2022;BHZ;26244
30/06/2022;BSB;6216
30/06/2022;CGB;3952
30/06/2022;CGR;1594
30/06/2022;FOR;4237
30/06/2022;RIO;43155
30/06/2022;MAO;2900
30/06/2022;POA;17208
30/06/2022;REC;8013
30/06/2022;SSA;6690
30/06/2022;TECA;236842
30/06/2022;VIX;12981
01/07/2022;BHZ;25628
01/07/2022;BSB;9921
01/07/2022;CGB;3557
01/07/2022;CGR;3820
01/07/2022;FOR;2147
01/07/2022;RIO;46603
01/07/2022;MAO;3444
01/07/2022;POA;16878
01/07/2022;REC;15860
01/07/2022;SSA;6789
01/07/2022;TECA;219470
01/07/2022;VIX;15458
02/07/2022;BHZ;22613
02/07/2022;BSB;8298
02/07/2022;CGB;1384
02/07/2022;CGR;1917
02/07/2022;FOR;1383
02/07/2022;RIO;42229
02/07/2022;MAO;236
02/07/2022;POA;10645
02/07/2022;REC;12867
02/07/2022;SSA;1233
02/07/2022;TECA;159759
02/07/2022;VIX;11940
03/07/2022;BHZ;2641
03/07/2022;BSB;2231
03/07/2022;CGB;67
03/07/2022;FOR;2195
03/07/2022;RIO;8937
03/07/2022;POA;4864
03/07/2022;REC;6675
03/07/2022;SSA;7526
03/07/2022;TECA;41635
03/07/2022;VIX;2440
04/07/2022;BHZ;18724
04/07/2022;BSB;7823
04/07/2022;CGB;10057
04/07/2022;CGR;5154
04/07/2022;FOR;5585
04/07/2022;RIO;17569
04/07/2022;MAO;631
04/07/2022;POA;12261
04/07/2022;REC;19382
04/07/2022;SSA;6827
04/07/2022;TECA;88124
04/07/2022;VIX;9047
05/07/2022;BHZ;16855
05/07/2022;BSB;3618
05/07/2022;CGB;5140
05/07/2022;CGR;2062
05/07/2022;FOR;5440
05/07/2022;RIO;42435
05/07/2022;MAO;1033
05/07/2022;POA;12630
05/07/2022;REC;19443
05/07/2022;SSA;5570
05/07/2022;TECA;198528
05/07/2022;VIX;12720
06/07/2022;BHZ;25952
06/07/2022;BSB;6536
06/07/2022;CGB;4081
06/07/2022;CGR;2664
06/07/2022;FOR;2302
06/07/2022;RIO;54137
06/07/2022;MAO;149
06/07/2022;POA;16070
06/07/2022;REC;15272
06/07/2022;SSA;3115
06/07/2022;TECA;208786
06/07/2022;VIX;16162
07/07/2022;BHZ;24348
07/07/2022;BSB;8223
07/07/2022;CGB;3214
07/07/2022;CGR;226
07/07/2022;FOR;1640
07/07/2022;RIO;56277
07/07/2022;MAO;4026
07/07/2022;POA;16720
07/07/2022;REC;8233
07/07/2022;SSA;3161
07/07/2022;TECA;212537
07/07/2022;VIX;17814
08/07/2022;BHZ;25755
08/07/2022;BSB;7188
08/07/2022;CGB;5080
08/07/2022;CGR;5025
08/07/2022;FOR;4959
08/07/2022;RIO;51368
08/07/2022;MAO;2176
08/07/2022;POA;12733
08/07/2022;REC;15546
08/07/2022;SSA;10982
08/07/2022;TECA;205060
08/07/2022;VIX;18656
09/07/2022;BHZ;22453
09/07/2022;BSB;6557
09/07/2022;CGB;3964
09/07/2022;CGR;1089
09/07/2022;FOR;378
09/07/2022;RIO;51230
09/07/2022;MAO;2818
09/07/2022;POA;10464
09/07/2022;REC;9113
09/07/2022;SSA;2388
09/07/2022;TECA;138066
09/07/2022;VIX;13176
10/07/2022;BHZ;11604
10/07/2022;BSB;5285
10/07/2022;FOR;2287
10/07/2022;RIO;12945
10/07/2022;POA;5004
10/07/2022;REC;9929
10/07/2022;SSA;6787
10/07/2022;TECA;57944
10/07/2022;VIX;6179
11/07/2022;BHZ;20537
11/07/2022;BSB;5393
11/07/2022;CGB;8468
11/07/2022;CGR;5843
11/07/2022;FOR;3217
11/07/2022;RIO;49188
11/07/2022;MAO;3035
11/07/2022;POA;14305
11/07/2022;REC;16543
11/07/2022;SSA;10586
11/07/2022;TECA;164794
11/07/2022;VIX;5548
12/07/2022;BHZ;26282
12/07/2022;BSB;7182
12/07/2022;CGB;3752
12/07/2022;CGR;2098
12/07/2022;FOR;4274
12/07/2022;RIO;71819
12/07/2022;MAO;3482
12/07/2022;POA;13925
12/07/2022;REC;21211
12/07/2022;SSA;1806
12/07/2022;TECA;253232
12/07/2022;VIX;17340
13/07/2022;BHZ;34982
13/07/2022;BSB;9857
13/07/2022;CGB;5273
13/07/2022;CGR;3056
13/07/2022;FOR;4090
13/07/2022;RIO;65857
13/07/2022;MAO;4869
13/07/2022;POA;14582
13/07/2022;REC;17843
13/07/2022;SSA;6887
13/07/2022;TECA;246179
13/07/2022;VIX;23644
14/07/2022;BHZ;45395
14/07/2022;BSB;10166
14/07/2022;CGB;198
14/07/2022;CGR;1394
14/07/2022;FOR;3130
14/07/2022;RIO;59321
14/07/2022;MAO;3306
14/07/2022;POA;14608
14/07/2022;REC;15146
14/07/2022;SSA;8736
14/07/2022;TECA;233842
14/07/2022;VIX;23442
15/07/2022;BHZ;40347
15/07/2022;BSB;8289
15/07/2022;CGB;7196
15/07/2022;CGR;5167
15/07/2022;FOR;3380
15/07/2022;RIO;68352
15/07/2022;MAO;3396
15/07/2022;POA;19588
